project_id,project_name,programming_language,module_name,lines_of_code,code_smell_type,severity_level,refactoring_applied,refactoring_type,maintainability_score,bug_density,review_date
4466,Banking System,C++,Module_56,1422,Magic Numbers,High,No,Split Class,8.33,13.9,2032-03-23
4467,Banking System,Go,Module_21,4538,Duplicate Code,Critical,Yes,Remove Dead Code,7.85,7.93,2032-03-24
4468,Ride Sharing App,Python,Module_23,584,Large Class,Medium,Yes,Remove Dead Code,3.88,0.58,2032-03-25
4469,Ride Sharing App,Java,Module_206,2914,Dead Code,Low,Yes,Replace Magic Number,7.15,3.45,2032-03-26
4470,Social Media App,Java,Module_284,2828,Dead Code,High,Yes,Split Class,4.02,0.14,2032-03-27
4471,Social Media App,JavaScript,Module_151,900,Duplicate Code,High,No,Split Class,2.62,11.31,2032-03-28
4472,Ride Sharing App,Java,Module_57,967,Large Class,Low,No,Move Method,2.97,13.54,2032-03-29
4473,Social Media App,Java,Module_28,1429,Spaghetti Code,High,No,Rename Variable,3.77,4.28,2032-03-30
4474,Social Media App,Go,Module_193,99,Feature Envy,High,Yes,Replace Magic Number,3.12,4.92,2032-03-31
4475,Social Media App,Java,Module_59,2279,Spaghetti Code,High,Yes,Rename Variable,5.23,8.32,2032-04-01
4476,Learning Management System,Java,Module_290,2351,Long Method,Medium,Yes,Replace Magic Number,4.6,2.5,2032-04-02
4477,Learning Management System,JavaScript,Module_248,1798,Feature Envy,Critical,Yes,Move Method,3.36,3.16,2032-04-03
4478,Healthcare Platform,C#,Module_149,4778,Dead Code,Medium,No,Inline Method,9.27,3.49,2032-04-04
4479,Inventory Management,C++,Module_60,1578,Magic Numbers,Critical,Yes,Inline Method,1.74,0.5,2032-04-05
4480,Social Media App,C#,Module_62,163,Magic Numbers,Critical,Yes,Move Method,3.19,4.85,2032-04-06
4481,Ride Sharing App,C++,Module_101,4081,Feature Envy,Medium,Yes,Move Method,4.51,10.13,2032-04-07
4482,Healthcare Platform,Java,Module_120,3552,Duplicate Code,High,Yes,Extract Method,8.75,2.24,2032-04-08
4483,Healthcare Platform,Java,Module_162,3134,Spaghetti Code,Medium,No,Split Class,1.71,5.73,2032-04-09
4484,Healthcare Platform,Python,Module_205,4439,Long Method,High,Yes,Split Class,5.32,9.81,2032-04-10
4485,Inventory Management,Go,Module_170,3560,Feature Envy,Low,No,Rename Variable,8.81,7.92,2032-04-11
4486,Inventory Management,Python,Module_253,2742,Duplicate Code,Low,Yes,Inline Method,1.36,10.5,2032-04-12
4487,Ride Sharing App,C++,Module_246,2382,Dead Code,High,No,Replace Magic Number,2.48,1.99,2032-04-13
4488,Healthcare Platform,JavaScript,Module_146,4986,Dead Code,High,No,Extract Method,4.87,2.06,2032-04-14
4489,Social Media App,JavaScript,Module_265,4356,Dead Code,Critical,Yes,Replace Magic Number,6.84,5.05,2032-04-15
4490,Learning Management System,JavaScript,Module_14,3294,Spaghetti Code,Low,Yes,Rename Variable,7.32,8.18,2032-04-16
4491,Learning Management System,Python,Module_86,1835,Duplicate Code,High,Yes,Extract Method,6.67,4.05,2032-04-17
4492,Healthcare Platform,JavaScript,Module_195,4845,Large Class,Critical,Yes,Replace Magic Number,3.05,4.98,2032-04-18
4493,Social Media App,Python,Module_22,2148,Magic Numbers,High,Yes,Remove Dead Code,3.8,9.11,2032-04-19
4494,Social Media App,Java,Module_30,2455,Spaghetti Code,Low,Yes,Split Class,6.01,10.03,2032-04-20
4495,E-Commerce App,Java,Module_52,1890,Feature Envy,Critical,No,Inline Method,4.59,5.61,2032-04-21
4496,Banking System,JavaScript,Module_179,648,God Class,Critical,No,Replace Magic Number,6.95,2.33,2032-04-22
4497,Social Media App,Go,Module_248,1152,Feature Envy,Medium,Yes,Replace Magic Number,2.07,8.35,2032-04-23
4498,E-Commerce App,Python,Module_173,3362,God Class,High,Yes,Rename Variable,6.94,11.1,2032-04-24
4499,Ride Sharing App,JavaScript,Module_283,3872,Magic Numbers,Critical,No,Split Class,1.87,9.82,2032-04-25
4500,Healthcare Platform,C++,Module_171,537,Magic Numbers,Low,No,Replace Magic Number,7.49,1.61,2032-04-26
4501,Banking System,C++,Module_207,1547,Spaghetti Code,Medium,Yes,Replace Magic Number,8.39,5.61,2032-04-27
4502,Social Media App,Python,Module_144,3785,Duplicate Code,High,No,Remove Dead Code,3.26,7.88,2032-04-28
4503,Inventory Management,C++,Module_95,3856,Feature Envy,Medium,Yes,Rename Variable,5.77,2.48,2032-04-29
4504,Banking System,C++,Module_216,905,Duplicate Code,Medium,No,Remove Dead Code,1.73,5.54,2032-04-30
4505,Social Media App,JavaScript,Module_144,882,God Class,Low,Yes,Inline Method,5.83,12.74,2032-05-01
4506,Learning Management System,Python,Module_232,3555,Large Class,Critical,No,Move Method,8.84,4.78,2032-05-02
4507,Healthcare Platform,C#,Module_81,2906,Spaghetti Code,Medium,Yes,Inline Method,1.02,8.38,2032-05-03
4508,Banking System,C#,Module_294,4862,Dead Code,Critical,No,Inline Method,3.53,2.73,2032-05-04
4509,Learning Management System,Go,Module_119,2674,Spaghetti Code,Critical,No,Inline Method,2.91,4.94,2032-05-05
4510,Ride Sharing App,C++,Module_5,2840,Feature Envy,Medium,Yes,Extract Method,6.55,12.0,2032-05-06
4511,Inventory Management,Java,Module_243,1508,Long Method,Medium,Yes,Inline Method,4.43,0.33,2032-05-07
4512,Healthcare Platform,C++,Module_30,702,Magic Numbers,High,Yes,Move Method,1.58,8.34,2032-05-08
4513,E-Commerce App,Python,Module_71,1841,Large Class,Low,Yes,Split Class,1.42,9.5,2032-05-09
4514,Learning Management System,Go,Module_112,946,Long Method,High,Yes,Move Method,6.81,5.61,2032-05-10
4515,Social Media App,Python,Module_200,2546,God Class,Critical,Yes,Remove Dead Code,2.26,0.85,2032-05-11
4516,Learning Management System,C#,Module_270,4365,Duplicate Code,Medium,Yes,Extract Method,2.54,14.29,2032-05-12
4517,E-Commerce App,JavaScript,Module_68,829,Dead Code,Critical,Yes,Replace Magic Number,4.9,10.32,2032-05-13
4518,Healthcare Platform,C#,Module_174,734,Duplicate Code,Critical,Yes,Split Class,1.99,5.24,2032-05-14
4519,Learning Management System,Java,Module_23,4559,Dead Code,Critical,Yes,Rename Variable,7.66,14.36,2032-05-15
4520,Inventory Management,Go,Module_180,3106,Large Class,Medium,No,Move Method,4.7,12.0,2032-05-16
4521,Inventory Management,Python,Module_46,272,Duplicate Code,Medium,No,Replace Magic Number,4.61,12.56,2032-05-17
4522,Banking System,Go,Module_62,1882,God Class,Critical,No,Rename Variable,7.67,1.01,2032-05-18
4523,Inventory Management,C++,Module_163,3246,Dead Code,Medium,Yes,Inline Method,7.06,5.0,2032-05-19
4524,Learning Management System,C#,Module_145,4722,Long Method,High,No,Replace Magic Number,2.12,2.62,2032-05-20
4525,Learning Management System,Go,Module_112,765,Spaghetti Code,Low,No,Remove Dead Code,5.19,0.89,2032-05-21
4526,Learning Management System,JavaScript,Module_8,2001,Long Method,Low,Yes,Remove Dead Code,9.41,4.35,2032-05-22
4527,Learning Management System,Java,Module_89,4303,God Class,Medium,Yes,Move Method,2.37,3.5,2032-05-23
4528,Healthcare Platform,Go,Module_284,4515,Spaghetti Code,Low,No,Split Class,3.05,12.7,2032-05-24
4529,Inventory Management,Python,Module_98,4624,Spaghetti Code,Low,No,Extract Method,5.03,10.92,2032-05-25
4530,Learning Management System,Java,Module_192,1929,Large Class,Critical,Yes,Inline Method,7.9,2.01,2032-05-26
4531,Inventory Management,Go,Module_121,1696,God Class,Low,No,Move Method,4.99,12.97,2032-05-27
4532,Inventory Management,C#,Module_36,1910,Spaghetti Code,High,No,Inline Method,3.27,5.29,2032-05-28
4533,Inventory Management,Python,Module_68,4205,Large Class,Critical,Yes,Extract Method,3.38,5.65,2032-05-29
4534,E-Commerce App,C#,Module_220,4980,Magic Numbers,Medium,Yes,Remove Dead Code,5.5,2.0,2032-05-30
4535,Inventory Management,C++,Module_30,2294,God Class,Medium,Yes,Move Method,7.22,6.7,2032-05-31
4536,Inventory Management,C++,Module_137,3053,Long Method,High,No,Remove Dead Code,1.54,5.63,2032-06-01
4537,Ride Sharing App,Python,Module_105,1893,Large Class,Critical,Yes,Split Class,3.24,2.63,2032-06-02
4538,E-Commerce App,Go,Module_97,2595,Dead Code,Medium,Yes,Split Class,4.34,13.22,2032-06-03
4539,Healthcare Platform,JavaScript,Module_82,2220,Feature Envy,Low,Yes,Move Method,8.04,10.42,2032-06-04
4540,E-Commerce App,Java,Module_18,982,God Class,High,Yes,Rename Variable,3.35,12.76,2032-06-05
4541,Learning Management System,Java,Module_220,1664,God Class,Low,Yes,Remove Dead Code,9.97,11.5,2032-06-06
4542,E-Commerce App,C#,Module_46,1397,Duplicate Code,Low,No,Inline Method,7.14,11.91,2032-06-07
4543,Healthcare Platform,Python,Module_104,2614,God Class,Low,Yes,Inline Method,6.13,3.64,2032-06-08
4544,Inventory Management,JavaScript,Module_212,476,Dead Code,Low,Yes,Move Method,8.21,4.24,2032-06-09
4545,Social Media App,C++,Module_287,590,Magic Numbers,Low,No,Replace Magic Number,9.41,1.96,2032-06-10
4546,Inventory Management,JavaScript,Module_243,2213,God Class,Medium,No,Rename Variable,5.87,8.17,2032-06-11
4547,Ride Sharing App,JavaScript,Module_273,3539,Feature Envy,Low,Yes,Replace Magic Number,4.91,8.37,2032-06-12
4548,Learning Management System,Java,Module_158,3978,Feature Envy,Low,Yes,Remove Dead Code,6.0,11.48,2032-06-13
4549,Social Media App,C++,Module_245,1449,Feature Envy,Medium,Yes,Remove Dead Code,2.06,1.42,2032-06-14
4550,Healthcare Platform,C#,Module_271,2719,Feature Envy,Critical,No,Inline Method,2.47,10.14,2032-06-15
4551,Ride Sharing App,Go,Module_184,3294,Duplicate Code,Critical,Yes,Replace Magic Number,2.76,11.25,2032-06-16
4552,Inventory Management,C++,Module_171,817,Feature Envy,High,No,Replace Magic Number,8.59,1.88,2032-06-17
4553,Ride Sharing App,C++,Module_110,436,Dead Code,Critical,No,Inline Method,5.44,3.61,2032-06-18
4554,E-Commerce App,C++,Module_262,64,Dead Code,Medium,No,Move Method,9.9,2.58,2032-06-19
4555,Inventory Management,Go,Module_75,588,Feature Envy,High,No,Replace Magic Number,1.67,0.4,2032-06-20
4556,E-Commerce App,Python,Module_267,3839,Magic Numbers,Medium,Yes,Replace Magic Number,8.3,9.13,2032-06-21
4557,Healthcare Platform,JavaScript,Module_142,4396,Dead Code,High,Yes,Replace Magic Number,7.48,12.37,2032-06-22
4558,Learning Management System,JavaScript,Module_194,3151,Large Class,Critical,Yes,Move Method,8.4,4.04,2032-06-23
4559,Social Media App,Java,Module_223,1577,Duplicate Code,High,No,Replace Magic Number,4.81,8.77,2032-06-24
4560,Inventory Management,JavaScript,Module_135,3901,Magic Numbers,Low,Yes,Extract Method,4.28,4.48,2032-06-25
4561,E-Commerce App,Python,Module_11,1715,Feature Envy,Medium,Yes,Extract Method,3.36,12.67,2032-06-26
4562,Ride Sharing App,JavaScript,Module_184,753,Dead Code,Medium,No,Replace Magic Number,8.86,8.18,2032-06-27
4563,Ride Sharing App,JavaScript,Module_75,2759,Long Method,High,No,Split Class,4.25,7.15,2032-06-28
4564,Banking System,Java,Module_158,1685,God Class,Low,Yes,Move Method,3.93,5.91,2032-06-29
4565,Banking System,C#,Module_288,4534,Dead Code,Critical,No,Remove Dead Code,4.9,10.38,2032-06-30
4566,Ride Sharing App,C#,Module_135,715,Spaghetti Code,Medium,No,Inline Method,3.32,14.71,2032-07-01
4567,Healthcare Platform,Go,Module_79,3365,Feature Envy,Low,Yes,Extract Method,6.25,0.49,2032-07-02
4568,E-Commerce App,Java,Module_102,1768,Feature Envy,Medium,No,Remove Dead Code,2.71,4.57,2032-07-03
4569,E-Commerce App,JavaScript,Module_215,2011,God Class,Low,Yes,Rename Variable,9.3,11.31,2032-07-04
4570,Learning Management System,Go,Module_38,4444,God Class,Critical,Yes,Split Class,7.46,1.4,2032-07-05
4571,Banking System,Go,Module_238,2176,Dead Code,Critical,No,Move Method,5.22,11.47,2032-07-06
4572,Ride Sharing App,JavaScript,Module_248,1736,Duplicate Code,Low,Yes,Remove Dead Code,1.14,8.72,2032-07-07
4573,E-Commerce App,Java,Module_298,3475,Dead Code,Critical,Yes,Rename Variable,5.6,0.8,2032-07-08
4574,Learning Management System,C#,Module_23,4048,Feature Envy,Critical,No,Remove Dead Code,2.51,12.74,2032-07-09
4575,E-Commerce App,C++,Module_299,1347,Duplicate Code,Low,No,Replace Magic Number,4.17,9.68,2032-07-10
4576,E-Commerce App,C++,Module_138,4907,Large Class,Low,Yes,Extract Method,1.8,14.07,2032-07-11
4577,E-Commerce App,C#,Module_167,3510,Long Method,Medium,Yes,Remove Dead Code,1.48,14.39,2032-07-12
4578,Social Media App,Python,Module_22,2543,Duplicate Code,Low,No,Extract Method,9.01,4.42,2032-07-13
4579,Banking System,Java,Module_125,4835,Magic Numbers,High,Yes,Rename Variable,1.66,4.83,2032-07-14
4580,E-Commerce App,Go,Module_157,4134,Dead Code,Medium,Yes,Move Method,9.9,11.79,2032-07-15
4581,Ride Sharing App,Python,Module_184,3703,Duplicate Code,Medium,Yes,Extract Method,3.61,5.23,2032-07-16
4582,Banking System,Go,Module_61,2588,Feature Envy,Low,Yes,Rename Variable,5.77,9.64,2032-07-17
4583,E-Commerce App,Python,Module_4,2909,Spaghetti Code,Critical,Yes,Inline Method,7.32,3.88,2032-07-18
4584,Healthcare Platform,C#,Module_235,397,Magic Numbers,Medium,Yes,Inline Method,1.64,14.3,2032-07-19
4585,Inventory Management,C++,Module_68,676,Large Class,High,No,Split Class,7.84,4.83,2032-07-20
4586,Learning Management System,C++,Module_28,4383,Long Method,Medium,Yes,Remove Dead Code,4.56,0.68,2032-07-21
4587,Learning Management System,JavaScript,Module_275,3284,Dead Code,Low,Yes,Split Class,5.45,12.35,2032-07-22
4588,Inventory Management,C++,Module_283,2058,Magic Numbers,Medium,Yes,Inline Method,1.55,11.68,2032-07-23
4589,Inventory Management,Go,Module_292,3434,Spaghetti Code,Low,No,Replace Magic Number,3.24,0.82,2032-07-24
4590,Inventory Management,C#,Module_198,3000,Long Method,Critical,No,Inline Method,8.23,7.01,2032-07-25
4591,Learning Management System,Go,Module_107,3424,Duplicate Code,Critical,No,Split Class,3.47,14.33,2032-07-26
4592,Ride Sharing App,Java,Module_45,4692,Long Method,Critical,Yes,Inline Method,5.67,11.82,2032-07-27
4593,Healthcare Platform,C#,Module_197,4469,Feature Envy,Medium,Yes,Move Method,1.03,10.68,2032-07-28
4594,Inventory Management,Go,Module_271,4691,Magic Numbers,Low,No,Rename Variable,9.21,14.07,2032-07-29
4595,Inventory Management,C++,Module_70,850,Feature Envy,Low,No,Split Class,5.72,2.76,2032-07-30
4596,Healthcare Platform,Java,Module_77,838,Magic Numbers,Critical,No,Split Class,8.9,2.36,2032-07-31
4597,Banking System,C#,Module_84,2300,Duplicate Code,Low,Yes,Rename Variable,8.79,8.85,2032-08-01
4598,Learning Management System,Go,Module_14,4489,Dead Code,High,Yes,Inline Method,7.65,6.89,2032-08-02
4599,E-Commerce App,Go,Module_86,3171,Large Class,Low,No,Rename Variable,6.57,3.94,2032-08-03
4600,Social Media App,JavaScript,Module_275,4329,Long Method,Low,Yes,Move Method,2.09,3.68,2032-08-04
4601,Healthcare Platform,Python,Module_36,2653,Long Method,High,Yes,Replace Magic Number,9.83,11.5,2032-08-05
4602,E-Commerce App,C++,Module_44,4185,Feature Envy,High,Yes,Remove Dead Code,7.53,7.77,2032-08-06
4603,Learning Management System,C#,Module_104,4722,Feature Envy,Low,Yes,Replace Magic Number,1.83,4.69,2032-08-07
4604,Inventory Management,JavaScript,Module_130,170,Dead Code,Medium,Yes,Extract Method,8.63,13.12,2032-08-08
4605,Social Media App,Java,Module_222,2930,Dead Code,Medium,Yes,Inline Method,8.58,13.61,2032-08-09
4606,Healthcare Platform,Java,Module_85,932,Duplicate Code,Medium,No,Split Class,9.04,2.58,2032-08-10
4607,Banking System,C++,Module_26,3437,Dead Code,High,Yes,Move Method,6.96,3.93,2032-08-11
4608,Social Media App,C#,Module_179,3446,Large Class,Low,No,Move Method,7.26,4.0,2032-08-12
4609,Social Media App,Java,Module_257,3562,Spaghetti Code,High,No,Rename Variable,5.26,3.93,2032-08-13
4610,Inventory Management,C++,Module_232,136,Feature Envy,Medium,No,Rename Variable,1.45,13.06,2032-08-14
4611,Banking System,JavaScript,Module_54,1332,Magic Numbers,Medium,Yes,Remove Dead Code,8.86,6.26,2032-08-15
4612,Social Media App,C++,Module_182,4431,Duplicate Code,Medium,Yes,Replace Magic Number,4.38,4.62,2032-08-16
4613,Learning Management System,C#,Module_29,1865,Large Class,High,No,Move Method,8.45,11.45,2032-08-17
4614,Banking System,C++,Module_77,128,Spaghetti Code,Low,Yes,Rename Variable,9.05,4.67,2032-08-18
4615,Healthcare Platform,C#,Module_219,1371,Long Method,Medium,No,Move Method,7.96,8.5,2032-08-19
4616,Ride Sharing App,JavaScript,Module_226,3070,God Class,High,Yes,Split Class,9.21,0.85,2032-08-20
4617,Ride Sharing App,Go,Module_44,3422,Dead Code,Low,Yes,Extract Method,1.82,2.96,2032-08-21
4618,Inventory Management,JavaScript,Module_151,4973,Duplicate Code,Medium,No,Split Class,2.34,10.71,2032-08-22
4619,Healthcare Platform,C++,Module_259,2269,God Class,High,Yes,Rename Variable,6.92,7.81,2032-08-23
4620,Social Media App,Java,Module_30,389,Duplicate Code,Low,No,Inline Method,4.61,13.98,2032-08-24
4621,Healthcare Platform,Go,Module_250,1772,Long Method,Low,Yes,Move Method,1.51,12.46,2032-08-25
4622,Inventory Management,Java,Module_124,290,Dead Code,Critical,No,Move Method,1.64,5.42,2032-08-26
4623,Learning Management System,Python,Module_109,4406,Dead Code,Critical,No,Move Method,3.09,1.29,2032-08-27
4624,Healthcare Platform,JavaScript,Module_120,983,Large Class,Critical,No,Split Class,1.73,10.68,2032-08-28
4625,E-Commerce App,C++,Module_147,385,Long Method,Medium,No,Extract Method,2.37,0.47,2032-08-29
4626,Ride Sharing App,C#,Module_28,1610,Dead Code,Low,Yes,Extract Method,7.23,11.15,2032-08-30
4627,Banking System,Python,Module_232,3265,Spaghetti Code,Critical,No,Rename Variable,1.56,4.83,2032-08-31
4628,Healthcare Platform,C#,Module_48,3849,Magic Numbers,High,No,Remove Dead Code,8.12,11.88,2032-09-01
4629,E-Commerce App,Java,Module_166,1179,Dead Code,Low,No,Inline Method,2.49,13.87,2032-09-02
4630,Ride Sharing App,C++,Module_47,1574,Magic Numbers,High,No,Split Class,5.83,11.53,2032-09-03
4631,Ride Sharing App,C++,Module_290,625,God Class,High,Yes,Replace Magic Number,7.7,8.84,2032-09-04
4632,E-Commerce App,Go,Module_183,2396,Large Class,Medium,Yes,Remove Dead Code,4.34,11.17,2032-09-05
4633,E-Commerce App,Go,Module_33,3021,Magic Numbers,Medium,Yes,Remove Dead Code,6.75,5.52,2032-09-06
4634,Social Media App,Java,Module_220,3085,Dead Code,Critical,Yes,Rename Variable,9.4,8.47,2032-09-07
4635,Ride Sharing App,Java,Module_102,387,Dead Code,Medium,Yes,Remove Dead Code,5.58,11.1,2032-09-08
4636,Ride Sharing App,Java,Module_128,1181,Feature Envy,Critical,No,Inline Method,6.97,14.64,2032-09-09
4637,Learning Management System,C++,Module_68,1413,God Class,Critical,Yes,Split Class,8.66,1.8,2032-09-10
4638,Learning Management System,C++,Module_140,2519,Dead Code,Low,Yes,Rename Variable,3.41,9.72,2032-09-11
4639,Ride Sharing App,C#,Module_32,2817,Duplicate Code,High,No,Extract Method,2.47,9.74,2032-09-12
4640,E-Commerce App,C++,Module_148,2783,Dead Code,Critical,No,Move Method,3.65,11.24,2032-09-13
4641,Inventory Management,C++,Module_52,1297,Duplicate Code,Critical,Yes,Remove Dead Code,6.2,14.95,2032-09-14
4642,Healthcare Platform,C#,Module_258,1241,God Class,High,Yes,Move Method,6.5,12.66,2032-09-15
4643,Social Media App,JavaScript,Module_234,2922,Magic Numbers,Low,No,Move Method,6.51,10.29,2032-09-16
4644,Social Media App,Java,Module_241,1881,Duplicate Code,Critical,No,Inline Method,1.79,7.27,2032-09-17
4645,Banking System,Python,Module_295,522,Feature Envy,Low,Yes,Replace Magic Number,3.55,8.8,2032-09-18
4646,Ride Sharing App,Java,Module_192,2695,Duplicate Code,Low,No,Move Method,6.83,12.71,2032-09-19
4647,Banking System,Go,Module_49,2978,Magic Numbers,Medium,No,Replace Magic Number,3.65,9.84,2032-09-20
4648,Learning Management System,C#,Module_107,1072,Long Method,High,No,Split Class,3.09,2.45,2032-09-21
4649,E-Commerce App,JavaScript,Module_270,870,Magic Numbers,Low,Yes,Extract Method,4.47,14.03,2032-09-22
4650,Banking System,C#,Module_7,852,Long Method,Low,Yes,Remove Dead Code,2.72,8.27,2032-09-23
4651,Inventory Management,Python,Module_283,1182,Spaghetti Code,High,Yes,Rename Variable,3.92,0.5,2032-09-24
